reference,name,latitude,longitude,grid,locationDesc,attempts,activations,qsos,my_activations,my_hunted_qsos
US-0333,Martin National Wildlife Refuge,37.9958,-76.0344,FM17xx,US-MD,6,6,383,0,0
US-0334,Patuxent National Wildlife Refuge,39.0545,-76.8168,FM19ob,US-MD,363,355,10377,0,0
US-0335,Susquehanna National Wildlife Refuge,39.4952,-76.0837,FM19wl,US-MD,7,6,214,0,0
US-0336,Aroostook National Wildlife Refuge,46.9691,-67.8697,FN66bx,US-ME,33,30,843,0,0
US-0337,Carlton Pond Wetland Management District,44.7219,-69.2679,FN54ir,US-ME,4,4,73,0,0
US-0338,Cross Island National Wildlife Refuge,44.6102,-67.3041,FN64io,US-ME,0,0,0,0,0
US-0339,Franklin Island National Wildlife Refuge,43.8921,-69.374,FN53hv,US-ME,1,1,22,0,0
US-0340,Spring Creek Hatchery State Park,45.7281,-121.543,CN95fr,US-WA,143,135,4830,0,0
US-0341,Moosehorn National Wildlife Refuge,45.1147,-67.2815,FN65ic,US-ME,13,10,318,0,0
US-0342,Pond Island National Wildlife Refuge,43.7397,-69.77,FN53cr,US-ME,1,1,30,0,0
US-0343,Rachel Carson National Wildlife Refuge,43.3384,-70.5511,FN43ri,US-ME,73,70,2841,0,0
US-0345,Sunkhaze Meadows National Wildlife Refuge,44.9671,-68.5411,FN54rx,US-ME,14,13,380,0,0
US-0346,Detroit River International Wildlife Refuge,42.1153,-83.1856,EN82jc,US-MI,344,335,8351,0,1
US-0347,Harbor Island National Wildlife Refuge,46.0548,-83.7637,EN86cb,US-MI,12,12,633,0,0
US-0348,Huron National Wildlife Refuge,46.9536,-87.9739,EN66aw,US-MI,5,5,154,0,0
US-0349,Kirtlands Warbler Wildlife Management Area,44.66,-84.7142,EN74pp,US-MI,86,86,3301,0,2
US-0350,Michigan Wetland Management District,42.238,-84.238,EN72vf,US-MI,529,513,22815,0,1
US-0352,Seney National Wildlife Refuge,46.2885,-85.946,EN76ag,US-MI,32,32,769,0,0
US-0353,Shiawassee National Wildlife Refuge,43.3377,-84.0268,EN73xi,US-MI,55,53,1997,0,0
US-0354,Agassiz National Wildlife Refuge,48.2998,-95.982,EN28ah,US-MN,8,8,192,0,0
US-0355,Big Stone National Wildlife Refuge,45.2602,-96.3406,EN15tg,US-MN,14,14,611,0,0
US-0356,Big Stone Wetland Management District,44.3275,-95.9174,EN24ah,US-MN,26,26,1648,0,0
US-0357,Crane Meadows National Wildlife Refuge,45.9337,-94.2514,EN25uw,US-MN,55,50,1903,0,0
US-0358,Detroit Lakes Wetland Management District,46.8486,-95.8456,EN26bu,US-MN,31,29,1050,0,0
US-0359,Fergus Falls Wetland Management District,46.2665,-96.0639,EN16xg,US-MN,233,229,9489,0,3
US-0360,Glacial Ridge National Wildlife Refuge,47.6939,-96.3113,EN17uq,US-MN,10,10,274,0,0
US-0361,Hamden Slough National Wildlife Refuge,46.8985,-96.0676,EN16xv,US-MN,21,19,639,0,0
US-0362,Litchfield Wetland Management District,45.0718,-94.5328,EN25rb,US-MN,310,306,10285,0,0
US-0364,Minnesota Valley National Wildlife Refuge,44.8598,-93.2157,EN34ju,US-MN,1052,1033,44347,0,5
US-0365,Minnesota Valley Wetland Management District,45.0696,-94.5329,EN25rb,US-MN,325,318,12905,0,3
US-0366,Morris Wetland Management District,45.5714,-95.8256,EN25cn,US-MN,15,15,448,0,0
US-0367,Northern Tallgrass Prairie National Wildlife Refuge,44.4592,-96.1166,EN14wl,"US-IA,US-MN",50,48,2823,0,0
US-0368,Rice Lake National Wildlife Refuge,46.5253,-93.338,EN36hm,US-MN,39,37,1517,0,0
US-0369,Rydell National Wildlife Refuge,47.6589,-96.0907,EN17wp,US-MN,12,12,297,0,0
US-0370,Sherburne National Wildlife Refuge,45.4839,-93.7112,EN35dl,US-MN,268,256,6541,0,1
US-0371,Tamarac National Wildlife Refuge,46.9581,-95.6547,EN26ew,US-MN,18,17,540,0,0
US-0373,Windom Wetland Management District,43.8584,-95.0866,EN23ku,US-MN,57,55,1996,0,0
US-0374,Big Muddy National Wildlife Refuge,38.9615,-92.5721,EM38rx,US-MO,94,93,2876,0,0
US-0375,Clarence Cannon National Wildlife Refuge,39.2661,-90.7814,EM49og,US-MO,38,38,976,0,0
US-0376,Great River National Wildlife Refuge,40.3279,-91.4985,EN40gh,"US-IL,US-MO",66,65,3095,0,0
US-0377,Mingo National Wildlife Refuge,36.9699,-90.1512,EM46wx,US-MO,19,18,764,0,0
US-0378,Miller Peninsula State Park,48.0658,-122.946,CN88mb,US-WA,16,15,249,0,0
US-0379,Dugualla State Park,48.3401,-122.572,CN88ri,US-WA,23,20,368,0,0
US-0380,Loess Bluffs National Wildlife Refuge,40.0697,-95.2348,EN20jb,US-MO,30,28,738,0,0
US-0381,Swan Lake National Wildlife Refuge,39.6332,-93.2325,EM39jp,US-MO,27,26,641,0,0
US-0382,Coldwater River National Wildlife Refuge,34.0806,-90.1436,EM44wb,US-MS,13,13,422,0,0
US-0383,Dahomey National Wildlife Refuge,33.7037,-90.9107,EM43nq,US-MS,5,5,138,0,0
US-0384,Grand Bay National Wildlife Refuge,30.4248,-88.4244,EM50sk,"US-AL,US-MS",96,92,4826,0,1
US-0385,Hillside National Wildlife Refuge,33.0088,-90.3232,EM43ua,US-MS,7,7,156,0,0
US-0386,Holt Collier National Wildlife Refuge,33.2319,-90.7846,EM43of,US-MS,5,5,111,0,0
US-0387,Mathews Brake National Wildlife Refuge,33.3651,-90.2544,EM43ui,US-MS,6,6,163,0,0
US-0388,Mississippi Sandhill Crane National Wildlife Refuge,30.4458,-88.6618,EM50qk,US-MS,202,196,6106,0,0
US-0389,Morgan Brake National Wildlife Refuge,33.2171,-90.2247,EM43vf,US-MS,9,9,221,0,0
US-0390,Noxubee National Wildlife Refuge,33.2715,-88.8728,EM53ng,US-MS,45,43,2447,0,0
US-0391,Panther Swamp National Wildlife Refuge,32.8185,-90.5271,EM42rt,US-MS,9,9,182,0,0
US-0392,St. Catherine Creek National Wildlife Refuge,31.4094,-91.4508,EM41gj,US-MS,13,13,494,0,0
US-0393,Tallahatchie National Wildlife Refuge,33.7692,-90.1365,EM43ws,US-MS,7,7,271,0,0
US-0395,Yazoo National Wildlife Refuge,33.0703,-90.976,EM43mb,US-MS,7,7,227,0,0
US-0396,Benton Lake National Wildlife Refuge,47.6775,-111.33,DN47iq,US-MT,20,20,733,0,0
US-0398,Bowdoin National Wildlife Refuge,48.3953,-107.579,DN68fj,US-MT,7,7,275,0,0
US-0399,Charles M. Russell National Wildlife Refuge,47.7002,-107.167,DN67jq,US-MT,32,31,1297,0,0
US-0400,Halfbreed Lake National Wildlife Refuge,45.9497,-109.117,DN55kw,US-MT,5,5,214,0,0
US-0401,Lake Mason National Wildlife Refuge,46.514,-108.674,DN56pm,US-MT,3,3,83,0,0
US-0402,Lee Metcalf National Wildlife Refuge,46.5559,-114.077,DN26xn,US-MT,65,56,1811,0,0
US-0403,Lost Trail National Wildlife Refuge,48.175,-114.907,DN28ne,US-MT,4,4,385,0,0
US-0404,Medicine Lake National Wildlife Refuge,48.4835,-104.45,DN78sl,US-MT,6,6,144,0,0
US-0405,CSKT Bison Range Protected Area,47.3672,-114.255,DN27ui,US-MT,16,12,242,0,0
US-0407,Red Rock Lakes National Wildlife Refuge,44.5995,-111.811,DN44co,US-MT,15,14,549,0,0
US-0408,UL Bend National Wildlife Refuge,47.6003,-107.88,DN67bo,US-MT,1,1,26,0,0
US-0409,War Horse National Wildlife Refuge,47.1134,-108.564,DN57rc,US-MT,3,3,149,0,0
US-0410,Alligator River National Wildlife Refuge,35.864,-75.8608,FM25bu,US-NC,48,47,1189,0,0
US-0411,Cedar Island National Wildlife Refuge,34.9554,-76.3892,FM14tw,US-NC,26,24,1146,0,0
US-0412,Currituck National Wildlife Refuge,36.4519,-75.8493,FM26bk,US-NC,31,29,891,0,0
US-0413,Mackay Island National Wildlife Refuge,36.5158,-75.9669,FM26am,US-NC,91,91,5889,0,0
US-0414,Mattamuskeet National Wildlife Refuge,35.488,-76.1749,FM15vl,US-NC,20,20,771,0,0
US-0415,Pea Island National Wildlife Refuge,35.7169,-75.4934,FM25gr,US-NC,115,111,3902,0,0
US-0416,Pee Dee National Wildlife Refuge,35.0589,-80.0638,EM95xb,US-NC,98,96,2787,0,0
US-0417,Pocosin Lakes National Wildlife Refuge,35.6929,-76.5421,FM15rq,US-NC,19,18,508,0,0
US-0418,Roanoke River National Wildlife Refuge,35.8872,-77.0224,FM15lv,US-NC,33,33,968,0,0
US-0419,Swanquarter National Wildlife Refuge,35.3802,-76.2538,FM15uj,US-NC,16,16,492,0,0
US-0420,Arrowwood National Wildlife Refuge,47.2709,-98.8518,EN07ng,US-ND,6,6,228,0,0
US-0421,Arrowwood Wetland Management District,47.5517,-99.1375,EN07kn,US-ND,4,4,99,0,0
US-0422,Audubon National Wildlife Refuge,47.5783,-101.247,DN97jn,US-ND,9,9,550,0,0
US-0423,Chase Lake National Wildlife Refuge,47.0238,-99.4602,EN07ga,US-ND,4,4,131,0,0
US-0424,Des Lacs National Wildlife Refuge,48.6691,-102.097,DN88wq,US-ND,2,2,56,0,0
US-0425,Devils Lake Wetland Management District,48.1655,-98.8874,EN08nd,US-ND,4,4,225,0,0
US-0426,Florence Lake National Wildlife Refuge,47.2868,-100.327,DN97ug,US-ND,2,2,123,0,0
US-0427,J. Clark Salyer National Wildlife Refuge,48.6174,-100.729,DN98po,US-ND,4,4,219,0,0
US-0428,J. Clark Salyer Wetland Management District,48.6114,-100.719,DN98po,US-ND,2,2,104,0,0
US-0429,Kellys Slough National Wildlife Refuge,47.9754,-97.2797,EN17ix,US-ND,23,22,1114,0,0
US-0430,Kulm Wetland Management District,46.3119,-98.9331,EN06mh,US-ND,10,10,163,0,0
US-0431,Lake Alice National Wildlife Refuge,48.3703,-99.0797,EN08li,US-ND,5,5,169,0,0
US-0432,Lake Ilo National Wildlife Refuge,47.3431,-102.653,DN87qi,US-ND,8,8,184,0,0
US-0433,Lake Zahl National Wildlife Refuge,48.5683,-103.669,DN88dn,US-ND,4,4,110,0,0
US-0434,Long Lake National Wildlife Refuge,46.6699,-100.228,DN96vq,US-ND,7,7,456,0,0
US-0435,Lostwood National Wildlife Refuge,48.6428,-102.405,DN88tp,US-ND,4,4,74,0,0
US-0436,Slade National Wildlife Refuge,46.8377,-99.7216,EN06du,US-ND,4,4,267,0,0
US-0437,White Horse Hill Game Preserve,47.9877,-98.9989,EN07mx,US-ND,7,6,212,0,0
US-0438,Tewaukon National Wildlife Refuge,46.0012,-97.3722,EN16ha,US-ND,19,19,803,0,0
US-0439,Upper Souris National Wildlife Refuge,48.4588,-101.568,DN98fl,US-ND,88,81,3672,0,0
US-0440,Valley City Wetland Management District,46.9795,-97.9489,EN16ax,US-ND,11,11,348,0,0
US-0441,Boyer Chute National Wildlife Refuge,41.4517,-95.9509,EN21ak,US-NE,23,23,1056,0,0
US-0442,Crescent Lake National Wildlife Refuge,41.7105,-102.4,DN81tr,US-NE,5,4,147,0,0
US-0443,Fort Niobrara National Wildlife Refuge,42.893,-100.477,DN92sv,US-NE,7,7,281,0,0
US-0445,North Platte National Wildlife Refuge,41.9549,-103.532,DN81fw,US-NE,11,9,306,0,0
US-0446,Funk WPA Wetland Management District,40.5173,-99.2171,EN00jm,US-NE,8,8,162,0,0
US-0447,Valentine National Wildlife Refuge,42.5391,-100.535,DN92rm,US-NE,7,7,103,0,0
US-0448,Great Bay National Wildlife Refuge,43.0892,-70.8436,FN43nc,US-NH,51,51,1768,0,1
US-0449,John Hay National Wildlife Refuge,43.3516,-72.0408,FN33xi,US-NH,11,10,341,0,0
US-0450,Lake Umbagog National Wildlife Refuge,44.8319,-71.0757,FN44lt,"US-ME,US-NH",6,6,157,0,0
US-0451,Wapack National Wildlife Refuge,42.9002,-71.8751,FN42bv,US-NH,34,30,1512,0,0
US-0452,Cape May National Wildlife Refuge,39.0998,-74.8796,FM29nc,US-NJ,76,70,1802,0,0
US-0453,Edwin B. Forsythe National Wildlife Refuge,39.4647,-74.4498,FM29sl,US-NJ,384,375,11566,0,1
US-0454,Great Swamp National Wildlife Refuge,40.7136,-74.5133,FN20rr,US-NJ,251,246,8501,0,0
US-0455,Supawna Meadows National Wildlife Refuge,39.6169,-75.5343,FM29fo,US-NJ,63,61,1978,0,0
US-0456,Wallkill River National Wildlife Refuge,41.2008,-74.5642,FN21re,"US-NJ,US-NY",226,214,7525,0,5
US-0457,Bitter Lake National Wildlife Refuge,33.456,-104.372,DM73tk,US-NM,42,42,1411,0,0
US-0458,Bosque Del Apache National Wildlife Refuge,33.8044,-106.879,DM63nt,US-NM,64,64,3090,0,0
US-0459,Las Vegas National Wildlife Refuge,35.5252,-105.135,DM75km,US-NM,18,17,611,0,0
US-0460,Maxwell National Wildlife Refuge,36.5715,-104.57,DM76rn,US-NM,25,24,874,0,0
US-0462,Sevilleta National Wildlife Refuge,34.3416,-107.035,DM64li,US-NM,55,54,3138,0,0
US-0464,Ash Meadows National Wildlife Refuge,36.4255,-116.288,DM16uk,US-NV,40,39,999,0,0
US-0465,Desert National Wildlife Refuge,36.438,-115.359,DM26hk,US-NV,184,169,7226,0,0
US-0466,Fallon National Wildlife Refuge,39.7589,-118.603,DM09qs,US-NV,11,10,346,0,0
US-0467,Moapa Valley National Wildlife Refuge,36.7132,-114.714,DM26pr,US-NV,16,16,555,0,0
US-0468,Pahranagat National Wildlife Refuge,37.2464,-115.104,DM27kf,US-NV,41,40,1257,0,0
US-0469,Ruby Lake National Wildlife Refuge,40.202,-115.493,DN20ge,US-NV,4,4,80,0,0
US-0470,Sheldon National Wildlife Refuge,41.8865,-119.132,DN01kv,US-NV,32,31,1332,0,0
US-0471,Stillwater National Wildlife Refuge,39.5193,-118.519,DM09rm,US-NV,30,28,968,0,0
US-0472,Amagansett National Wildlife Refuge,40.9692,-72.1242,FN30wx,US-NY,15,13,291,0,0
US-0473,Conscience Point National Wildlife Refuge,40.9421,-72.4183,FN30sw,US-NY,15,15,486,0,0
US-0474,Elizabeth A. Morton National Wildlife Refuge,40.9884,-72.3684,FN30tx,US-NY,15,15,446,0,0
US-0475,Iroquois National Wildlife Refuge,43.112,-78.4072,FN03tc,US-NY,56,56,2635,0,0
US-0476,Montezuma National Wildlife Refuge,42.963,-76.7363,FN12px,US-NY,100,86,2164,0,0
US-0477,Congressman Lester Wolff Oyster Bay National Wildlife Refuge,40.9031,-73.5406,FN30fv,US-NY,22,22,1142,0,0
US-0478,Seatuck National Wildlife Refuge,40.7153,-73.2074,FN30jr,US-NY,21,19,553,0,0
US-0479,Shawangunk Grasslands National Wildlife Refuge,41.6381,-74.2068,FN21vp,US-NY,24,24,1043,0,0
US-0480,Target Rock National Wildlife Refuge,40.9271,-73.4303,FN30gw,US-NY,43,41,1471,0,0
US-0481,Wertheim National Wildlife Refuge,40.7936,-72.8803,FN30nt,US-NY,87,85,3127,0,0
US-0482,Cedar Point National Wildlife Refuge,41.672,-83.3125,EN81iq,US-OH,73,71,1819,0,0
US-0483,Ottawa National Wildlife Refuge,41.6074,-83.2106,EN81jo,US-OH,133,131,4840,0,0
US-0485,Deep Fork National Wildlife Refuge,35.5386,-95.9277,EM25am,US-OK,43,42,1401,0,0
US-0486,Little River National Wildlife Refuge,33.9532,-94.7028,EM23pw,US-OK,25,25,754,0,0
US-0487,Optima National Wildlife Refuge,36.6435,-101.213,DM96jp,US-OK,25,24,891,0,0
US-0489,Salt Plains National Wildlife Refuge,36.7853,-98.1792,EM06vs,US-OK,52,52,1218,0,0
US-0490,Sequoyah National Wildlife Refuge,35.4474,-94.9724,EM25mk,US-OK,34,32,877,0,0
US-0491,Tishomingo National Wildlife Refuge,34.1938,-96.6437,EM14qe,US-OK,93,91,3995,0,0
US-0492,Washita National Wildlife Refuge,35.6519,-99.2814,EM05ip,US-OK,35,32,1192,0,0
US-0493,Wichita Mountains National Wildlife Refuge,34.7106,-98.6236,EM04qr,US-OK,450,433,15786,0,1
US-0494,Ankeny National Wildlife Refuge,44.7867,-123.09,CN84ks,US-OR,127,119,4064,0,2
US-0495,Bandon Marsh National Wildlife Refuge,43.1574,-124.38,CN73td,US-OR,61,58,1521,0,0
US-0496,Baskett Slough National Wildlife Refuge,44.962,-123.257,CN84ix,US-OR,240,220,7590,0,0
US-0498,Cape Meares National Wildlife Refuge,45.4859,-123.974,CN85al,US-OR,25,22,386,0,0
US-0499,Cold Springs National Wildlife Refuge,45.8552,-119.157,DN05ku,US-OR,25,25,712,0,0
US-0500,Hart Mountain National Wildlife Refuge,42.5489,-119.655,DN02en,US-OR,6,6,185,0,0
US-0501,Klamath Marsh National Wildlife Refuge,42.9215,-121.726,CN92dw,US-OR,18,16,408,0,0
US-0502,Malheur National Wildlife Refuge,43.2657,-118.844,DN03ng,US-OR,35,30,909,0,0
US-0503,McKay Creek National Wildlife Refuge,45.5968,-118.798,DN05oo,US-OR,23,23,431,0,0
US-0504,Nestucca Bay National Wildlife Refuge,45.1621,-123.952,CN85ad,US-OR,20,20,561,0,0
US-0505,Oregon Islands National Wildlife Refuge,43.1132,-124.434,CN73sc,US-OR,81,76,1894,0,0
US-0506,Siletz Bay National Wildlife Refuge,44.8966,-124.012,CN74xv,US-OR,18,17,267,0,0
US-0508,Tualatin River National Wildlife Refuge,45.3813,-122.831,CN85oj,US-OR,185,164,4026,0,0
US-0509,Upper Klamath National Wildlife Refuge,42.5099,-122.089,CN82wm,US-OR,4,4,65,0,0
US-0510,William L. Finley National Wildlife Refuge,44.4075,-123.341,CN84hj,US-OR,70,60,2416,0,0
US-0511,Erie National Wildlife Refuge,41.6267,-79.9598,FN01ap,US-PA,28,28,737,0,0
US-0512,John Heinz National Wildlife Refuge,39.8929,-75.2575,FM29iv,US-PA,118,113,3661,0,0
US-0513,Block Island National Wildlife Refuge,41.2133,-71.5724,FN41ff,US-RI,27,27,2327,0,0
US-0514,John H. Chafee National Wildlife Refuge,41.443,-71.4707,FN41gk,US-RI,42,42,1669,0,0
US-0515,Ninigret National Wildlife Refuge,41.3682,-71.6716,FN41di,US-RI,115,109,3456,0,3
US-0516,Sachuest Point National Wildlife Refuge,41.4798,-71.2436,FN41jl,US-RI,174,170,7368,0,1
US-0517,Trustom Pond National Wildlife Refuge,41.3834,-71.5846,FN41ej,US-RI,47,47,1310,0,0
US-0518,Cape Romain National Wildlife Refuge,32.9402,-79.6581,FM02ew,US-SC,55,55,1472,0,0
US-0519,Carolina Sandhills National Wildlife Refuge,34.5796,-80.2328,EM94vn,US-SC,112,106,4346,0,0
US-0520,Ernest F. Hollings ACE Basin National Wildlife Refuge,32.6968,-80.3813,EM92tq,US-SC,50,49,2298,0,0
US-0521,Santee National Wildlife Refuge,33.5305,-80.427,EM93sm,US-SC,108,107,2780,0,0
US-0522,Savannah National Wildlife Refuge,32.1655,-81.1514,EM92kd,"US-GA,US-SC",559,548,20082,0,0
US-0523,Rock Cave State Nature Preserve,39.1078,-88.8057,EM59oc,US-IL,32,31,701,0,0
US-0524,Waccamaw National Wildlife Refuge,33.7857,-79.0329,FM03ls,US-SC,212,140,4953,0,1
US-0525,Huron Wetland Management District,44.4061,-98.2414,EN04vj,US-SD,16,16,797,0,0
US-0526,Wildcat Hollow State Nature Preserve,38.9959,-88.616,EM58qx,US-IL,30,30,1096,0,0
US-0527,Lacreek National Wildlife Refuge,43.0997,-101.567,DN93fc,US-SD,9,9,372,0,0
US-0528,Lake Andes National Wildlife Refuge,43.1697,-98.4523,EN03se,US-SD,22,22,835,0,0
US-0529,Madison Wetland Management District,44.1917,-96.9899,EN14me,US-SD,95,92,3452,0,0
US-0530,Sand Lake National Wildlife Refuge,45.725,-98.302,EN05ur,US-SD,23,23,875,0,0
US-0531,Waubay National Wildlife Refuge,45.4248,-97.3267,EN15ik,US-SD,13,13,558,0,0
US-0532,Waubay Wetland Management District,45.38,-97.4433,EN15gj,US-SD,15,15,577,0,0
US-0533,Chickasaw National Wildlife Refuge,35.8361,-89.6558,EM55eu,US-TN,25,23,1152,0,0
US-0534,Cross Creeks National Wildlife Refuge,36.4745,-87.7354,EM66dl,US-TN,30,29,709,0,0
US-0535,Hatchie National Wildlife Refuge,35.4993,-89.2648,EM55il,US-TN,114,110,2631,0,0
US-0536,Lake Isom National Wildlife Refuge,36.3182,-89.4211,EM56gh,US-TN,29,29,1002,0,0
US-0537,Lower Hatchie National Wildlife Refuge,35.6016,-89.8916,EM55bo,US-TN,21,21,529,0,0
US-0538,Reelfoot National Wildlife Refuge,36.4404,-89.3529,EM56hk,"US-KY,US-TN",36,36,945,0,0
US-0539,Tennessee National Wildlife Refuge,35.8761,-87.9257,EM65av,US-TN,44,41,960,0,0
US-0540,Jocelyn Nungaray National Wildlife Refuge,29.6002,-94.4729,EL29so,US-TX,111,109,6647,0,0
US-0541,Aransas National Wildlife Refuge,28.245,-96.916,EL18nf,US-TX,51,49,1982,0,0
US-0542,Attwater Prairie Chicken National Wildlife Refuge,29.6837,-96.2584,EL19uq,US-TX,91,88,4472,0,0
US-0543,Balcones Canyonlands National Wildlife Refuge,30.5079,-98.0239,EM00xm,US-TX,228,214,7201,0,0
US-0544,Big Boggy National Wildlife Refuge,28.7571,-95.8081,EL28cs,US-TX,24,24,1625,0,0
US-0545,Brazoria National Wildlife Refuge,29.0667,-95.2458,EL29jb,US-TX,203,194,11850,0,0
US-0546,Buffalo Lake National Wildlife Refuge,34.9097,-102.111,DM84wv,US-TX,170,167,8966,0,0
US-0547,Grulla National Wildlife Refuge,34.102,-103.044,DM84lc,US-NM,31,31,1646,0,0
US-0548,Hagerman National Wildlife Refuge,33.7392,-96.7523,EM13or,US-TX,837,826,45573,0,1
US-0549,Laguna Atascosa National Wildlife Refuge,26.2151,-97.3603,EL16hf,US-TX,83,76,6297,0,4
US-0550,Lower Rio Grande Valley National Wildlife Refuge,26.0734,-98.167,EL06vb,US-TX,79,77,5436,0,2
US-0551,McFaddin National Wildlife Refuge,29.7176,-94.0929,EL29wr,US-TX,78,76,3023,0,1
US-0552,Muleshoe National Wildlife Refuge,33.9589,-102.762,DM83ox,US-TX,48,46,2546,0,0
US-0553,San Bernard National Wildlife Refuge,28.911,-95.5757,EL28fv,US-TX,145,141,7288,0,0
US-0554,Santa Ana National Wildlife Refuge,26.0815,-98.1359,EL06wb,US-TX,33,31,936,0,0
US-0555,Texas Point National Wildlife Refuge,29.6975,-93.8869,EL39bq,US-TX,80,77,2410,0,0
US-0556,Trinity River National Wildlife Refuge,30.0985,-94.7844,EM20oc,US-TX,120,117,8638,0,0
US-0557,Bear River Migratory Bird Refuge National Wildlife Refuge,41.4464,-112.097,DN31wk,US-UT,95,89,3022,0,0
US-0558,Fish Springs National Wildlife Refuge,39.8696,-113.381,DM39hu,US-UT,8,8,270,0,0
US-0559,Ouray National Wildlife Refuge,40.1626,-109.621,DN50ed,US-UT,6,5,561,0,0
US-0560,Back Bay National Wildlife Refuge,36.6726,-75.9143,FM26bq,US-VA,102,98,5149,0,0
US-0561,Chincoteague National Wildlife Refuge,37.9542,-75.3167,FM27iw,US-VA,103,93,4050,0,1
US-0562,Eastern Shore of Virginia National Wildlife Refuge,37.1372,-75.965,FM27ad,US-VA,61,60,1580,0,0
US-0563,Elizabeth Hartwell Mason Neck National Wildlife Refuge,38.6485,-77.1654,FM18kp,US-VA,66,64,1824,0,0
US-0564,Featherstone National Wildlife Refuge,38.6174,-77.2506,FM18io,US-VA,13,12,434,0,0
US-0565,Fisherman Island National Wildlife Refuge,37.0959,-75.9661,FM27ac,US-VA,37,35,1192,0,0
US-0566,Great Dismal Swamp National Wildlife Refuge,36.6185,-76.5517,FM16ro,"US-NC,US-VA",144,140,5772,0,3
US-0567,James River National Wildlife Refuge,37.2689,-77.1183,FM17kg,US-VA,365,365,10872,0,0
US-0569,Occoquan Bay National Wildlife Refuge,38.645,-77.2261,FM18jp,US-VA,127,126,3668,0,0
US-0571,Lincoln Log Cabin State Historic Site,39.3798,-88.2042,EM59vj,US-IL,127,124,3660,0,0
US-0572,Rappahannock River Valley National Wildlife Refuge,37.9437,-76.8873,FM17nw,US-VA,73,72,3425,0,0
US-0573,Wallops Island National Wildlife Refuge,37.9232,-75.4204,FM27gw,US-VA,48,48,1304,0,0
US-0574,Missisquoi National Wildlife Refuge,44.9661,-73.2,FN34jx,US-VT,31,31,3137,0,0
US-0575,Columbia National Wildlife Refuge,46.9263,-119.22,DN06jw,US-WA,22,21,800,0,0
US-0576,Conboy Lake National Wildlife Refuge,45.9749,-121.302,CN95ix,US-WA,49,47,1096,0,0
US-0577,Clinch River State Park,36.9072,-82.3213,EM86uv,US-VA,28,26,949,0,0
US-0578,Dungeness National Wildlife Refuge,48.136,-123.194,CN88jd,US-WA,63,53,896,0,0
US-0580,Franz Lake National Wildlife Refuge,45.6035,-122.084,CN85wo,US-WA,34,34,1331,0,0
US-0582,Julia Butler Hansen National Wildlife Refuge,46.2322,-123.399,CN86hf,"US-OR,US-WA",20,18,557,0,0
US-0583,Lewis and Clark National Wildlife Refuge,46.2092,-123.764,CN86cf,US-OR,5,3,64,0,0
US-0584,Little Pend Oreille National Wildlife Refuge,48.4665,-117.737,DN18dl,US-WA,9,8,157,0,0
US-0585,Mcnary National Wildlife Refuge,46.0681,-118.902,DN06nb,US-WA,46,43,1416,0,0
US-0590,Ridgefield National Wildlife Refuge,45.8306,-122.747,CN85pt,US-WA,75,70,1983,0,0
US-0591,Saddle Mountain National Wildlife Refuge,46.7386,-119.473,DN06gr,US-WA,28,23,609,0,0
US-0592,San Juan Islands National Wildlife Refuge,48.7484,-122.842,CN88nr,US-WA,3,1,22,0,0
US-0593,Steigerwald Lake National Wildlife Refuge,45.5661,-122.294,CN85un,US-WA,129,112,4210,0,0
US-0594,Toppenish National Wildlife Refuge,46.3072,-120.336,CN96th,US-WA,54,39,1235,0,0
US-0595,Turnbull National Wildlife Refuge,47.4155,-117.532,DN17fj,US-WA,101,91,2566,0,0
US-0596,Umatilla National Wildlife Refuge,45.9262,-119.624,DN05ew,"US-OR,US-WA",30,30,864,0,0
